"Taranaki"|"0"|"Boarding house"||c
"Taranaki"|"0"|"Moto camp/camping ground"||c
"Taranaki"|"0"|"Work, construction, or training camp"||c
"Taranaki"|"0"|"Youth, school, or scout/guide camp"||c
"Taranaki"|"0"|"Communal staff quarters"||c
"Taranaki"|"0"|"Commercial vessel"||c
"Taranaki"|"0"|"Marae complex"||c
"Taranaki"|"0"|"Total usual residents in other occupied non-private dwellings"|9|
"Taranaki"|"0"|"Occupied non-private dwelling not further defined"||c
"Manawatu-Wanganui"|"0"|"Total usual residents in occupied dwellings"|15183|
"Manawatu-Wanganui"|"0"|"Separate house no storey information"|54|
"Manawatu-Wanganui"|"0"|"Separate house with one storey"|11718|
"Manawatu-Wanganui"|"0"|"Separate house with two or more storeys"|2172|
"Manawatu-Wanganui"|"0"|"Total usual residents in separate houses"|13944|
"Manawatu-Wanganui"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together no storey information"|3|
"Manawatu-Wanganui"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a one storey building"|354|
"Manawatu-Wanganui"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a two or three storey building"|111|
"Manawatu-Wanganui"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a four or more storey building"|3|
"Manawatu-Wanganui"|"0"|"Total usual residents in two or more flats/units/townhouses/apartments/houses joined together"|474|
"Manawatu-Wanganui"|"0"|"Dwelling in a motor camp"|3|
"Manawatu-Wanganui"|"0"|"Mobile dwelling not in a motor camp"|15|
"Manawatu-Wanganui"|"0"|"Improvised dwelling or shelter"|0|
"Manawatu-Wanganui"|"0"|"Roofless or rough sleeper"|0|
"Manawatu-Wanganui"|"0"|"Total usual residents in other occupied private dwellings"|21|
"Manawatu-Wanganui"|"0"|"Occupied private dwelling not further defined"|609|
"Manawatu-Wanganui"|"0"|"Residential care for older people"|0|
"Manawatu-Wanganui"|"0"|"Public hospital"|0|
"Manawatu-Wanganui"|"0"|"Private hospital"|0|
"Manawatu-Wanganui"|"0"|"Residential and community care facilities"|3|
"Manawatu-Wanganui"|"0"|"Welfare institution"|0|
"Manawatu-Wanganui"|"0"|"Educational institution"|120|
"Manawatu-Wanganui"|"0"|"Religious institution"|0|
"Manawatu-Wanganui"|"0"|"Prison or penal institution"|3|
"Manawatu-Wanganui"|"0"|"Defence establishment"|0|
"Manawatu-Wanganui"|"0"|"Night shelter"|0|
"Manawatu-Wanganui"|"0"|"Total usual residents in institutions"|123|
"Manawatu-Wanganui"|"0"|"Hotel, motel, or guest accommodation"|9|
"Manawatu-Wanganui"|"0"|"Boarding house"|0|
"Manawatu-Wanganui"|"0"|"Moto camp/camping ground"|0|
"Manawatu-Wanganui"|"0"|"Work, construction, or training camp"|0|
"Manawatu-Wanganui"|"0"|"Youth, school, or scout/guide camp"|3|
"Manawatu-Wanganui"|"0"|"Communal staff quarters"|0|
"Manawatu-Wanganui"|"0"|"Commercial vessel"|0|
"Manawatu-Wanganui"|"0"|"Marae complex"|0|
"Manawatu-Wanganui"|"0"|"Total usual residents in other occupied non-private dwellings"|15|
"Manawatu-Wanganui"|"0"|"Occupied non-private dwelling not further defined"|0|
"Wellington"|"0"|"Total usual residents in occupied dwellings"|30087|
"Wellington"|"0"|"Separate house no storey information"|84|
"Wellington"|"0"|"Separate house with one storey"|15408|
"Wellington"|"0"|"Separate house with two or more storeys"|10341|
"Wellington"|"0"|"Total usual residents in separate houses"|25833|
"Wellington"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together no storey information"|33|
"Wellington"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a one storey building"|960|
"Wellington"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a two or three storey building"|1692|
"Wellington"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a four or more storey building"|159|
"Wellington"|"0"|"Total usual residents in two or more flats/units/townhouses/apartments/houses joined together"|2844|
"Wellington"|"0"|"Dwelling in a motor camp"|15|
"Wellington"|"0"|"Mobile dwelling not in a motor camp"|18|
"Wellington"|"0"|"Improvised dwelling or shelter"|6|
"Wellington"|"0"|"Roofless or rough sleeper"|0|
"Wellington"|"0"|"Total usual residents in other occupied private dwellings"|39|
"Wellington"|"0"|"Occupied private dwelling not further defined"|1203|
"Wellington"|"0"|"Residential care for older people"|0|
"Wellington"|"0"|"Public hospital"|0|
"Wellington"|"0"|"Private hospital"|3|
"Wellington"|"0"|"Residential and community care facilities"|3|
"Wellington"|"0"|"Welfare institution"|12|
"Wellington"|"0"|"Educational institution"|99|
"Wellington"|"0"|"Religious institution"|0|
"Wellington"|"0"|"Prison or penal institution"|6|
"Wellington"|"0"|"Defence establishment"|0|
"Wellington"|"0"|"Night shelter"|0|
"Wellington"|"0"|"Total usual residents in institutions"|126|
"Wellington"|"0"|"Hotel, motel, or guest accommodation"|27|
"Wellington"|"0"|"Boarding house"|6|
"Wellington"|"0"|"Moto camp/camping ground"|3|
"Wellington"|"0"|"Work, construction, or training camp"|3|
"Wellington"|"0"|"Youth, school, or scout/guide camp"|3|
"Wellington"|"0"|"Communal staff quarters"|0|
"Wellington"|"0"|"Commercial vessel"|0|
"Wellington"|"0"|"Marae complex"|0|
"Wellington"|"0"|"Total usual residents in other occupied non-private dwellings"|45|
"Wellington"|"0"|"Occupied non-private dwelling not further defined"|0|
"Tasman"|"0"|"Total usual residents in occupied dwellings"|3405|
"Tasman"|"0"|"Separate house no storey information"|9|
"Tasman"|"0"|"Separate house with one storey"|2370|
"Tasman"|"0"|"Separate house with two or more storeys"|762|
"Tasman"|"0"|"Total usual residents in separate houses"|3141|
"Tasman"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together no storey information"|3|
"Tasman"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a one storey building"|66|
"Tasman"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a two or three storey building"|36|
"Tasman"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a four or more storey building"|0|
"Tasman"|"0"|"Total usual residents in two or more flats/units/townhouses/apartments/houses joined together"|108|
"Tasman"|"0"|"Dwelling in a motor camp"|0|
"Tasman"|"0"|"Mobile dwelling not in a motor camp"|27|
"Tasman"|"0"|"Improvised dwelling or shelter"|3|
"Tasman"|"0"|"Roofless or rough sleeper"|0|
"Tasman"|"0"|"Total usual residents in other occupied private dwellings"|30|
"Tasman"|"0"|"Occupied private dwelling not further defined"|114|
"Tasman"|"0"|"Residential care for older people"||c
"Tasman"|"0"|"Public hospital"||c
"Tasman"|"0"|"Private hospital"||c
"Tasman"|"0"|"Residential and community care facilities"||c
"Tasman"|"0"|"Welfare institution"||c
"Tasman"|"0"|"Educational institution"||c
"Tasman"|"0"|"Religious institution"||c
"Tasman"|"0"|"Prison or penal institution"||c
"Tasman"|"0"|"Defence establishment"||c
"Tasman"|"0"|"Night shelter"||c
"Tasman"|"0"|"Total usual residents in institutions"||c
"Tasman"|"0"|"Hotel, motel, or guest accommodation"||c
"Tasman"|"0"|"Boarding house"||c
"Tasman"|"0"|"Moto camp/camping ground"||c
"Tasman"|"0"|"Work, construction, or training camp"||c
"Tasman"|"0"|"Youth, school, or scout/guide camp"||c
"Tasman"|"0"|"Communal staff quarters"|6|
"Tasman"|"0"|"Commercial vessel"||c
"Tasman"|"0"|"Marae complex"||c
"Tasman"|"0"|"Total usual residents in other occupied non-private dwellings"|12|
"Tasman"|"0"|"Occupied non-private dwelling not further defined"||c
"Nelson"|"0"|"Total usual residents in occupied dwellings"|3024|
"Nelson"|"0"|"Separate house no storey information"|15|
"Nelson"|"0"|"Separate house with one storey"|1755|
"Nelson"|"0"|"Separate house with two or more storeys"|939|
"Nelson"|"0"|"Total usual residents in separate houses"|2706|
"Nelson"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together no storey information"|3|
"Nelson"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a one storey building"|99|
"Nelson"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a two or three storey building"|93|
"Nelson"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a four or more storey building"|0|
"Nelson"|"0"|"Total usual residents in two or more flats/units/townhouses/apartments/houses joined together"|195|
"Nelson"|"0"|"Dwelling in a motor camp"|6|
"Nelson"|"0"|"Mobile dwelling not in a motor camp"|3|
"Nelson"|"0"|"Improvised dwelling or shelter"|0|
"Nelson"|"0"|"Roofless or rough sleeper"|0|
"Nelson"|"0"|"Total usual residents in other occupied private dwellings"|12|
"Nelson"|"0"|"Occupied private dwelling not further defined"|96|
"Nelson"|"0"|"Residential care for older people"||c
"Nelson"|"0"|"Public hospital"||c
"Nelson"|"0"|"Private hospital"||c
"Nelson"|"0"|"Residential and community care facilities"||c
"Nelson"|"0"|"Welfare institution"||c
"Nelson"|"0"|"Educational institution"|15|
"Nelson"|"0"|"Religious institution"||c
"Nelson"|"0"|"Prison or penal institution"||c
"Nelson"|"0"|"Defence establishment"||c
"Nelson"|"0"|"Night shelter"||c
"Nelson"|"0"|"Total usual residents in institutions"|15|
"Nelson"|"0"|"Hotel, motel, or guest accommodation"||c
"Nelson"|"0"|"Boarding house"||c
"Nelson"|"0"|"Moto camp/camping ground"||c
"Nelson"|"0"|"Work, construction, or training camp"||c
"Nelson"|"0"|"Youth, school, or scout/guide camp"||c
"Nelson"|"0"|"Communal staff quarters"||c
"Nelson"|"0"|"Commercial vessel"||c
"Nelson"|"0"|"Marae complex"||c
"Nelson"|"0"|"Total usual residents in other occupied non-private dwellings"||c
"Nelson"|"0"|"Occupied non-private dwelling not further defined"||c
"Marlborough"|"0"|"Total usual residents in occupied dwellings"|2484|
"Marlborough"|"0"|"Separate house no storey information"|9|
"Marlborough"|"0"|"Separate house with one storey"|1926|
"Marlborough"|"0"|"Separate house with two or more storeys"|390|
"Marlborough"|"0"|"Total usual residents in separate houses"|2325|
"Marlborough"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together no storey information"|0|
"Marlborough"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a one storey building"|69|
"Marlborough"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a two or three storey building"|12|
"Marlborough"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a four or more storey building"|0|
"Marlborough"|"0"|"Total usual residents in two or more flats/units/townhouses/apartments/houses joined together"|81|
"Marlborough"|"0"|"Dwelling in a motor camp"|3|
"Marlborough"|"0"|"Mobile dwelling not in a motor camp"|0|
"Marlborough"|"0"|"Improvised dwelling or shelter"|3|
"Marlborough"|"0"|"Roofless or rough sleeper"|0|
"Marlborough"|"0"|"Total usual residents in other occupied private dwellings"|6|
"Marlborough"|"0"|"Occupied private dwelling not further defined"|69|
"Marlborough"|"0"|"Residential care for older people"||c
"Marlborough"|"0"|"Public hospital"||c
"Marlborough"|"0"|"Private hospital"||c
"Marlborough"|"0"|"Residential and community care facilities"||c
"Marlborough"|"0"|"Welfare institution"||c
"Marlborough"|"0"|"Educational institution"||c
"Marlborough"|"0"|"Religious institution"||c
"Marlborough"|"0"|"Prison or penal institution"||c
"Marlborough"|"0"|"Defence establishment"||c
"Marlborough"|"0"|"Night shelter"||c
"Marlborough"|"0"|"Total usual residents in institutions"||c
"Marlborough"|"0"|"Hotel, motel, or guest accommodation"||c
"Marlborough"|"0"|"Boarding house"||c
"Marlborough"|"0"|"Moto camp/camping ground"||c
"Marlborough"|"0"|"Work, construction, or training camp"||c
"Marlborough"|"0"|"Youth, school, or scout/guide camp"||c
"Marlborough"|"0"|"Communal staff quarters"||c
"Marlborough"|"0"|"Commercial vessel"||c
"Marlborough"|"0"|"Marae complex"||c
"Marlborough"|"0"|"Total usual residents in other occupied non-private dwellings"||c
"Marlborough"|"0"|"Occupied non-private dwelling not further defined"||c
"West Coast"|"0"|"Total usual residents in occupied dwellings"|2007|
"West Coast"|"0"|"Separate house no storey information"|3|
"West Coast"|"0"|"Separate house with one storey"|1533|
"West Coast"|"0"|"Separate house with two or more storeys"|237|
"West Coast"|"0"|"Total usual residents in separate houses"|1776|
"West Coast"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together no storey information"|0|
"West Coast"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a one storey building"|33|
"West Coast"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a two or three storey building"|3|
"West Coast"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a four or more storey building"|0|
"West Coast"|"0"|"Total usual residents in two or more flats/units/townhouses/apartments/houses joined together"|36|
"West Coast"|"0"|"Dwelling in a motor camp"|0|
"West Coast"|"0"|"Mobile dwelling not in a motor camp"|6|
